0,0,0,0,0,0,0.0,0.079,0.169,0.09,0,0.037,0.074,0,0.217,0.032,0,0.026,0.111,0.101,0.016,0,0.048,0,0.035,0.035,0.0
0,0,0,0,0,0,0.0,0.065,0.161,0.122,0,0.024,0.076,0,0.182,0.06,0,0.042,0.083,0.126,0.007,0,0.052,0,0.024,0.044,1
0,0,0,0,0,0,0.0,0.056,0.151,0.142,0,0.012,0.089,0,0.178,0.056,0,0.053,0.068,0.131,0.015,0,0.047,0,0.014,0.084,0.0
67.0,0,32.0,0,0,0,16.5,0.069,0.16,0.091,0,0.029,0.063,0,0.194,0.029,0,0.046,0.103,0.131,0.006,0,0.08,0,0.043,0.043,0.0
0,0,0,0,0,0,0.0,0.067,0.123,0.119,0,0,0.095,0,0.198,0.028,0,0.024,0.115,0.163,0.012,0,0.056,0,0.018,0.089,1
0,0,0,0,0,0,0.0,0.034,0.207,0.052,0,0.017,0.069,0,0.207,0.052,0,0.034,0.138,0.172,0,0,0.017,0,0.027,0.0,0.0
74.6,0,40.4,0,0,0,19.166666666666668,0.086,0.183,0.058,0,0.04,0.065,0,0.203,0.04,0,0.019,0.105,0.141,0.009,0,0.052,0,0.041,0.045,1
0,0,0,0,0,0,0.0,0.144,0.205,0.103,0,0.021,0.034,0,0.233,0.014,0,0.014,0.034,0.082,0.014,0,0.103,0,0.042,0.084,0.0
0,0,0,0,0,0,0.0,0.092,0.129,0.067,0,0.013,0.1,0,0.192,0.037,0,0.033,0.129,0.133,0.017,0,0.058,0,0.057,0.032,0.0
0,0,0,0,0,0,0.0,0.038,0.152,0.106,0,0.045,0.106,0,0.212,0.038,0,0.03,0.008,0.121,0.03,0,0.114,0,0.035,0.071,0.0
53.0,0,0.0,0,0,0,8.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
65.66666666666667,0,45.22222222222222,0,0,0,18.48148148148148,0.101,0.203,0.097,0,0.014,0.055,0,0.226,0.046,0,0.018,0.069,0.129,0.009,0,0.032,0,0.043,0.043,1
69.36363636363636,0,45.63636363636363,0,53.714285714285715,0,28.11904761904762,0.066,0.155,0.102,0,0.017,0.083,0,0.224,0.033,0,0.036,0.052,0.163,0.008,0,0.061,0,0.034,0.051,1
73.33333333333333,0,40.0,0,0,0,18.88888888888889,0.134,0.176,0.058,0,0.015,0.061,0,0.289,0.061,0,0.006,0.04,0.131,0.003,0,0.027,0,0.018,0.048,1
56.0,0,13.0,0,0,0,11.5,0.089,0.19,0.062,0,0.014,0.059,0,0.251,0.064,0,0.024,0.053,0.148,0.003,0,0.043,0,0.037,0.045,1
0,0,0,0,0,0,0.0,0.083,0.207,0.087,0,0.021,0.052,0,0.241,0.064,0,0.026,0.075,0.122,0.005,0,0.017,0,0.021,0.064,1
0,0,0,0,0,0,0.0,0.119,0.196,0.072,0,0.019,0.084,0,0.245,0.033,0,0.021,0.04,0.127,0.009,0,0.036,0,0.068,0.066,1
